NODE,SUB_NODE,term,description,term_source,source_ref,  source_url,knowledge_links_URL,knowledge_links_Label,Synonyme,Synonyme_2
,,material to be added role,material to be added role is a protocol participant role realized by a material which is added into a material bearing the target of material addition role in a material addition process,External,AGRO,http://purl.obolibrary.org/obo/OBI_0000319,,,,
,,material transformation objective,an objective specifiction that creates an specific output object from input materials.,External,AGRO,http://purl.obolibrary.org/obo/OBI_0000456,,,,
,,material transformation process,A process during which a portion of some environmental material is converted into a different material or a collection of materials.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_03000043,,,,
,,material transport process,A process during which material is displaced from it's original location and transported either to a new location or back to the original location.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_03000010,,,,
,,material volume per area measurement protocol,Protocol in which the volume of a material is mesured with a graduated container. The volume of the material is then divided by the surface area over which the material is applied to obtain the area density of the material.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000244,,,,
,,material weight per area measurement protocol,Protocol in which the material is weighed with a scale. The weight of the material is then divided by the surface area over which the material is applied to obtain the area density of the material.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000243,,,,
,,mature,"A quality inhering in a bearer by virtue of the bearer's exhibiting complete growth, differentiation, or development.",External,AGRO,http://purl.obolibrary.org/obo/PATO_0001701,https://en.wikipedia.org/wiki/Mature,Wikipedia,,
,,maturity,"A quality of a single physical entity which is held by a bearer when the latter exhibits complete growth, differentiation, or development.",External,AGRO,http://purl.obolibrary.org/obo/PATO_0000261,https://en.wikipedia.org/wiki/Maturity,Wikipedia,,
,,meadow,"A habitat of rolling or flat terrain where grasses predominate. Typically, what is called a meadow has more biodiversity than a grassland as the former contains not only grasses but a significant variety of annual, biennial and perennial plants.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_00000108,https://en.wikipedia.org/wiki/Meadow,Wikipedia,hay meadow,meadow
,,measurement datum,A measurement datum is an information content entity that is a recording of the output of a measurement such as produced by a device.,External,AGRO,http://purl.obolibrary.org/obo/IAO_0000109,,,,
,,measurement unit label,A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,External,AGRO,http://purl.obolibrary.org/obo/IAO_0000003,,,,
,,mechanical pest control process,"A pest control process in which physical means such as barriers, traps and handpicking, or physical conditions like high temperature, are used to control unwanted organisms.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000021,,,,mechanical pest control
,,mechanical pest destruction process,A mechanical pest control process in which pests are killed.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000108,,,,destruction technique
,,mechanical pest exclusion process,A mechanical pest control process in which pests are kept away.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000109,,,,exclusion technique
,,mechanical pest removal process,,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000110,,,,removal technique
,,medium acidity,A concentration quality inhering in a medium by virtue of the bearer's tendency to hydronate a specific reference base.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0001428,,,,
,,megavolt,An electric potential difference unit which is equal to one million volts or 10^[6] V.,External,AGRO,http://purl.obolibrary.org/obo/UO_0000252,https://en.wikipedia.org/wiki/Megavolt,Wikipedia,,MV
,,membrane,,External,AGRO,http://purl.obolibrary.org/obo/GO_0016020,https://en.wikipedia.org/wiki/Membrane,Wikipedia,,
,,meristematic cell,A native plant cell (PO:0025606) synthesizing protoplasm and producing new cells by division and with only a primary cell wall.,External,AGRO,http://purl.obolibrary.org/obo/PO_0004010,https://en.wikipedia.org/wiki/Meristem,Wikipedia,,"______ (Japanese, exact)"
,,mesoscopic physical object,"An environmental feature that is, or can be, contained and is predominantly composed of one or a few types of stuff.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_00002004,,,,
,,metabolite,Any intermediate or product resulting from metabolism. The term 'metabolite' subsumes the classes commonly known as primary and secondary metabolites.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25212,https://en.wikipedia.org/wiki/Metabolite,Wikipedia,secondary metabolites,metabolite
,,metal atom,"An atom of an element that exhibits typical metallic properties, being typically shiny, with high electrical and thermal conductivity.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33521,,,metals,
,,metal cation,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25213,,,metal cations,
,,metallic base,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33977,,,metallic bases,
,,metallic material,A material which is composed primarily of one or more pure metals and which shows their properties.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001069,,,metal,
,,metalloid atom,"An atom of an element that exhibits properties that are between those of metals and nonmetals, or that has a mixture of them. The term generally includes boron, silicon, germanium, arsenic, antimony, and tellurium, while carbon, aluminium, selenium, polonium, and astatine are less commonly included.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_137980,,,metalloids,
,,Metazoa,,External,AGRO,http://purl.obolibrary.org/obo/NCBITaxon_33208,https://en.wikipedia.org/wiki/Animal,Wikipedia,animals,multicellular animals
,,meteor,A meteor is any matter- or energy-based entity which is located in the atmosphere of an astronomical body.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001008,https://en.wikipedia.org/wiki/Meteoroid,Wikipedia,,
,,meteoroid,An astronomical body which is composed of rocky or metallic materials and is considerably smaller than asteroids.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001068,https://en.wikipedia.org/wiki/Meteoroid,Wikipedia,,
,,meter per second,A speed/velocity unit which is equal to the speed of an object traveling 1 meter distance in one second.,External,AGRO,http://purl.obolibrary.org/obo/UO_0000094,https://en.wikipedia.org/wiki/Metre_per_second,Wikipedia,,metre per second
,,micronutrient,Any nutrient required in small quantities by organisms throughout their life in order to orchestrate a range of physiological functions.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_27027,https://en.wikipedia.org/wiki/Micronutrient,Wikipedia,trace elements,
,,micronutrients area density,"An area density quality which inheres in micronutrients by virtue of some influence exerted by the mass of micronutrients applied in a given surface area. Micronutrients for plants are Boron, Chlorine, Iron, Zinc, Manganese, Molybdenum, Copper, Nikel.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000443,,,,
,,mineral,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_46662,https://en.wikipedia.org/wiki/Mineral,Wikipedia,,
,,mineral material,"A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_01000256,,,,
,,mixture,"A mixture is a chemical substance composed of multiple molecules, at least two of which are of a different kind.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_60004,https://en.wikipedia.org/wiki/Mixture,Wikipedia,Mischung,
,,mob grazing,"A grazing management method that involves moving livestock at least daily between small paddocks, sized to match the number of grazing animals, and split by fence. The goal is for every plant in the grazing cell to be either eaten or walked on and trampled. Grass in each paddock then rests for 60-120 days or more.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000428,,,,ultra-high density grazing
,,moisture concentration measurement protocol,"1.Weight a sample of the material. 2.Dry this sample. 3.Weight the dry sample. Moisture concentration = ((Ww-Wd)/Ww) x 100 in which : WW = wet weight of the sample, and Wd = weight of the sample after drying.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000251,,,,
,,molecular entity,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_23367,https://en.wikipedia.org/wiki/Molecular_entity,Wikipedia,molecular entities,molecular entity
,,molecular messenger,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33280,,,chemical messenger,
,,molecular quality,"A quality which inheres in a molecular entity, a single molecule, atom, ion, radical etc.",External,AGRO,http://purl.obolibrary.org/obo/PATO_0002182,,,,relational molecular quality
,,molecular_function,,External,AGRO,http://purl.obolibrary.org/obo/GO_0003674,,,,
,,molecule,Any polyatomic entity that is an electrically neutral entity consisting of more than one atom.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25367,https://en.wikipedia.org/wiki/Molecule,Wikipedia,neutral molecular compounds,molecule
,,molybdenum area density,An area density quality which inheres in molybdenum by virtue of some influence exerted by the mass of molybdenum applied in a given surface area.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000179,,,,
,,molybdenum atom,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_28685,,,Molybdenum,molybdenum
,,monoanion,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_36830,,,monoanions,
,,monoatomic anion,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_23905,,,monoatomic anions,
,,monoatomic cation,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_23906,,,monoatomic cations,
,,monoatomic chlorine,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33432,,,atomic chlorine,
,,monoatomic dication,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_30412,,,monoatomic dications,
,,monoatomic entity,A monoatomic entity is a molecular entity consisting of a single atom.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33238,,,monoatomic entities,
,,monoatomic halogen,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33433,,,monoatomic halogens,
,,monoatomic ion,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_24867,https://en.wikipedia.org/wiki/Monatomic_ion,Wikipedia,monoatomic ions,
,,monoatomic monoanion,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33429,,,monoatomic monoanions,
,,monoatomic monocation,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25414,,,monovalent inorganic cations,
,,monocarboxylic acid amide,A carboxamide derived from a monocarboxylic acid.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_29347,,,monocarboxylic acid amides,
,,mononuclear parent hydride,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_37176,,,mononuclear hydrides,mononuclear parent hydrides
,,monovalent inorganic anion,Any inorganic anion with a valency of one.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_79389,,,monovalent inorganic anions,
,,monovalent inorganic cation,"An atom or small molecule with a positive charge that does not contain carbon in covalent linkage, with a valency of one.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_60242,,,a monovalent cation,
,,morphology,A quality of a single physical entity inhering in the bearer by virtue of the bearer's size or shape or structure.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0000051,https://en.wikipedia.org/wiki/Morphology,Wikipedia,,
,,motorized traction,A traction that uses motorized power to pulled an implement.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000239,,,,
,,mouldboard plough,"An implement that cut, lift and reverse soil with a cutting depth of approximately 15 cm.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000129,https://en.wikipedia.org/wiki/Plough,Wikipedia,,turnplough
,,mount,A mountain or a hill.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_00000477,https://en.wikipedia.org/wiki/Mount,Wikipedia,hummock,MOUNT
,,mountain,"A landform that extends above the surrounding terrain in a limited area. A mountain is generally steeper than a hill, but there is no universally accepted standard definition for the height of a mountain or a hill although a mountain usually has an identifiable summit and a local relief of more than 300m.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_00000081,https://en.wikipedia.org/wiki/Mountain,Wikipedia,mount,Mountain
,,mouse metabolite,Any mammalian metabolite produced during a metabolic reaction in a mouse (Mus musculus).,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_75771,,,mouse metabolites,
,,movement quality,A physical quality inhering in a bearer by virtue of the bearer's participation in movement.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0001906,,,,
,,mowing process,A cutting process in which the above ground of the plants are cut or shred. It can be used to reduce weed seed populations or restrict the growth of weeds.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000220,,,,mowing
,,mulch color recording protocol,Record the color of the mulch applied.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000278,,,,
,,mulch color,A color quality inhering in mulch.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000194,,,,
,,mulch implement,An implement that is used during a mulch process.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000236,,,,
,,mulch thickness measurement protocol,With a ruler measure the distance between the soil surface and the top of the mulch layer.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000247,,,,
,,mulch thickness,A thickness quality which is equal to the distance betwenn the top of the mulch layer to the top of the soil layer.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000192,,,,
,,mulch-till,A conservation tillage process in which non-inversion tillage tools that partially incorporate surface organic material are used on the entire surface of the field.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000029,https://en.wikipedia.org/wiki/Mulch-till,Wikipedia,,mulch tillage
,,mulch,"Layer of material applied to the soil surface to conserve moisture, improve soil fertility, reduce weed growth, or enhance the visual appeal of the area.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000092,https://en.wikipedia.org/wiki/Mulch,Wikipedia,,
,,mulching process,"A planned process in which a layer of material is apply to the soil surface to conserve moisture, improve soil fertility, reduce pests population and enhance the visual appeal of the area.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000111,,,,mulching
,,mule,,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000121,https://en.wikipedia.org/wiki/Mule,Wikipedia,,
,,multi-cell-part structure,,External,AGRO,http://purl.obolibrary.org/obo/CARO_0001000,,,,
,,multi-localised,A spatial pattern inhering in a bearer by virtue of the bearer's being confined or restricted to multiple locations.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0001791,,,,multi-focal
,,multi-organism behavior,,External,AGRO,http://purl.obolibrary.org/obo/GO_0051705,,,,
,,multi-organism process,,External,AGRO,http://purl.obolibrary.org/obo/GO_0051704,,,,
,,multi-tissue plant structure,A plant structure (PO:0009011) that has as parts two or more portions of plant tissue (PO:0009007) of at least two different types and which through specific morphogenetic processes forms a single structural unit demarcated by primarily bona-fide boundaries from other structural units of different types.,External,AGRO,http://purl.obolibrary.org/obo/PO_0025496,,,,"_____________ (Japanese, exact)"
,,multicellular anatomical structure,,External,AGRO,http://purl.obolibrary.org/obo/CARO_0010000,,,,
,,mutualism,,External,AGRO,http://purl.obolibrary.org/obo/GO_0085030,https://en.wikipedia.org/wiki/Mutualism,Wikipedia,,
,,national geopolitical entity,A political association with effective dominion over a geographic area.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_00000009,,,country,nation
,,native plant cell,A plant cell (PO:0009002) that is either part of a multicellular whole plant (PO:0000003) 'in vivo' or a unicellular organism 'in natura' (i.e. part of a natural environment).,External,AGRO,http://purl.obolibrary.org/obo/PO_0025606,,,,
,,natural environment,An environmental system in which minimal to no anthropisation has occurred and non-human agents are the primary determinants of the system's dynamics and composition.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01000951,https://en.wikipedia.org/wiki/Natural_environment,Wikipedia,,
,,natural lake,A lake which has formed as the result of processes that are not or are only minimally driven by human activity.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001022,https://en.wikipedia.org/wiki/Lake,Wikipedia,,
,,naveen dibbler,"Manually operated hand tool which consists of a seed hopper, cell roller for metering of seeds, spring actuated jaws for penetration in the soil, pipe and handle.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000402,,,,
,,neuron projection bundle,,External,AGRO,http://purl.obolibrary.org/obo/CARO_0001001,,,,
,,neuron projection,,External,AGRO,http://purl.obolibrary.org/obo/GO_0043005,,,,
,,neuron,,External,AGRO,http://purl.obolibrary.org/obo/CL_0000540,https://en.wikipedia.org/wiki/Neuron,Wikipedia,,
,,neurotoxin,A poison that interferes with the functions of the nervous system.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_50910,https://en.wikipedia.org/wiki/Neurotoxin,Wikipedia,neurotoxins,
,,nitisol,"Nitisols are deep, well-drained, red, tropical soils with diffuse horizon boundaries and a subsurface horizon with more than 30 percent clay and moderate to strong angular blocky structure elements that easily fall apart into characteristic shiny, polyhedric (nutty) elements. Weathering is relatively advanced but Nitisols are far more productive than most other red, tropical soils.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_00002247,https://en.wikipedia.org/wiki/Nitisol,Wikipedia,,
,,nitrate,A nitrogen oxoanion formed by loss of a proton from nitric acid. Principal species present at pH 7.3.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_17632,https://en.wikipedia.org/wiki/Nitrate,Wikipedia,[NO3](-),nitrate
,,nitrate area density,An area density quality which inheres in nitrate by virtue of some influence exerted by the mass of nitrate applied in a given surface area.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000168,,,,
,,nitrate salt,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_51082,,,nitrate salts,
,,nitric acid,A nitrogen oxoacid of formula HNO3 in which the nitrogen atom is bonded to a hydroxy group and by equivalent bonds to the remaining two oxygen atoms.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_48107,https://en.wikipedia.org/wiki/Nitric_acid,Wikipedia,HONO2,trioxonitric acid
,,nitrogen area density,An area density quality which inheres in nitrogen by virtue of some influence exerted by the mass of nitrogen applied in a given surface area.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000158,,,,
,,nitrogen atom,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25555,https://en.wikipedia.org/wiki/Nitrogen,Wikipedia,azote,nitrogen
,,nitrogen hydride,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_35106,,,nitrogen hydrides,
,,nitrogen molecular entity,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_51143,,,nitrogen molecular entities,
,,nitrogen oxoacid,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33455,,,oxoacids of nitrogen,
,,nitrogen oxoanion,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33458,,,oxoanions of nitrogen,nitrogen oxoanion
,,nitrogen recovery efficiency measurement protocol,Calculate the amount of nitrogen in the crop as a ratio of the amount of nitrogen applied or available.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000449,,,,
,,nitrogen recovery efficiency,Amount of nutrient in the crop as a ratio of the amount applied or available.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000448,,,,NRE
,,nitrogen use efficiency measurement protocol,Calculate the ratio between the amount of nitrogen fertilizer removed with the crop and the amount of nitrogen fertilizer applied.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000451,,,,
,,nitrogen use efficiency,Ratio between the amount of nitrogen fertilizer removed from the field by the crop and the amount of nitrogen fertilizer applied. It provides information about the relative utilization of additional nitrogen applied to a agricultural production system.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000450,https://en.wikipedia.org/wiki/Nitrogen_assimilation,Wikipedia,,
,,no-till,A planned process in which the soil is left undisturbed apart from where the seeds or planting material are placed.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000026,https://en.wikipedia.org/wiki/No-till_farming,Wikipedia,,zero tillage
,,noble gas molecular entity,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33583,,,,
,,non-saline aerosol environment,An environmental system which has its properties and dynamics determined by an aerosol with a low concentration of dissolved solutes.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001054,,,,
,,nonmetal atom,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25585,,,Nichtmetall,nonmetal
,,nuclear particle,A nucleus or any of its constituents in any of their energy states.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_36347,https://en.wikipedia.org/wiki/Nucleon,Wikipedia,,nuclear particle
,,nucleon,Heavy nuclear particle: proton or neutron.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33253,https://en.wikipedia.org/wiki/Nucleon,Wikipedia,nucleons,nucleon
,,nucleophilic reagent,A reagent that forms a bond to its reaction partner (the electrophile) by donating both bonding electrons.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_59740,,,nucleophilic reagents,
,,nucleus,,External,AGRO,http://purl.obolibrary.org/obo/GO_0005634,https://en.wikipedia.org/wiki/Nucleus,Wikipedia,,
,,number of blocks,Number of block used for an experiment.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000305,,,,
,,number of crops previously cultivated,Number of crops cultivated at the same time during the previous year in the field where the experiment is done.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000327,,,,
,,number of crops,Number of different crop used in an experiment.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000326,,,,
,,number of plots,Number of plot used during an experiment.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000306,,,,
,,number of pots,Number of pot used during an experiment.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000310,,,,
,,number of replications,Number of replications in an experiment.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000324,,,,number of replicates
,,number of rows,Number of row in a specified area.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000312,,,,
,,number of treatments,Number of treatments tested during an experiment.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000323,,,,
,,nutrient,A nutrient is a food component that an organism uses to survive and grow.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33284,https://en.wikipedia.org/wiki/Nutrient,Wikipedia,nutrients,
,,oasis,"An oasis is a vegetated area located in a desert, supplied with water from a water source which it surrounds, and surrounded by arid soil, sand, or rock.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001304,https://en.wikipedia.org/wiki/Oasis,Wikipedia,cienaga,
,,object,,External,AGRO,http://purl.obolibrary.org/obo/BFO_0000030,https://en.wikipedia.org/wiki/Object,Wikipedia,,
,,objective specification,a directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.,External,AGRO,http://purl.obolibrary.org/obo/IAO_0000005,,,,experiment objective
,,obsolescence reason specification,The reason for which a term has been deprecated. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.,External,AGRO,http://purl.obolibrary.org/obo/IAO_0000225,,,,
,,Obsolete Class,,External,AGRO,http://www.geneontology.org/formats/oboInOwl#ObsoleteClass,,,,
,,obsolete dependent continuant,A continuant  that is either dependent on one or other independent continuant  bearers or inheres in or is borne by other entities.,External,AGRO,http://purl.obolibrary.org/obo/BFO_0000005,,,,
,,occurrent,"An entity that has temporal parts and that happens, unfolds or develops through time.",External,AGRO,http://purl.obolibrary.org/obo/BFO_0000003,,,,
,,ocean,Continuous saline-water bodies that surround the continents and fill the Earth's great depressions.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_00000015,https://en.wikipedia.org/wiki/Ocean,Wikipedia,sea,ocean
,,ocean planet,"A planet which has a surface layer that nearly completely or completely covered by water, and which has a substantial portion of its mass composed of water.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_01001136,https://en.wikipedia.org/wiki/Ocean_world,Wikipedia,,water world
,,oceanic island,"An island that does not sit on a continental shelf, and is of volcanic origin.",External,AGRO,http://purl.obolibrary.org/obo/ENVO_00000222,https://en.wikipedia.org/wiki/Island,Wikipedia,volcanic island,
,,offset disc harrow,A disk harrow with disc blades arranged into two sections.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000395,,,,
,,oil cake,The biomass remaining after pressing oil seeds to extract oil.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000085,https://en.wikipedia.org/wiki/Press_cake,Wikipedia,,
,,oil meal,An agricultural environmental material that contains ground-biomass remaining after pressing oil seeds.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000088,,,,
,,one-carbon compound,An organic molecular entity containing a single carbon atom (C1).,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_64708,,,one-carbon compounds,
,,onium cation,"Mononuclear cations derived by addition of a hydron to a mononuclear parent hydride of the pnictogen, chalcogen and halogen families.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_50313,,,onium ions,onium cations
,,onium compound,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_50312,https://en.wikipedia.org/wiki/Onium_ion,Wikipedia,onium compounds,onium compounds
,,opacity,An optical quality which obtains by virtue of the ability of the bearer to absorb visible light.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0000957,https://en.wikipedia.org/wiki/Opacity_(optics),Wikipedia,,
,,opaque,A optical quality inhering in a bearer by virtue of the bearer's not being clear; not transmitting or reflecting light or radiant energy.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0000963,https://en.wikipedia.org/wiki/Opacity_(optics),Wikipedia,cloudy,non-transparent
,,Opisthokonta,,External,AGRO,http://purl.obolibrary.org/obo/NCBITaxon_33154,https://en.wikipedia.org/wiki/Opisthokont,Wikipedia,opisthokonts,
,,optical quality,An EM radiation quality in which the EM radiation is within the fiat range of the spectrum visible deemed to be light.,External,AGRO,http://purl.obolibrary.org/obo/PATO_0001300,,,,
,,organic acid,Any organic molecular entity that is acidic and contains carbon in covalent linkage.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_64709,https://en.wikipedia.org/wiki/Organic_acid,Wikipedia,organic acids,
,,organic amino compound,"A compound formally derived from ammonia by replacing one, two or three hydrogen atoms by organyl groups.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_50047,,,organic amino compounds,
,,organic anion,Any organic ion with a net negative charge.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25696,https://en.wikipedia.org/wiki/Organic_anion,Wikipedia,organic anions,
,,organic aromatic compound,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33659,,,organic aromatic compounds,
,,organic cyclic compound,Any organic molecule that consists of atoms connected in the form of a ring.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33832,,,organic cyclic compounds,
,,organic divalent group,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_51446,,,,
,,organic fertilizer carbon to nitrogen ratio,Carbon-to-nitrogen ratio is a ratio of the mass of carbon to the mass of nitrogen in an organic fertilizer.,External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000452,,,,
,,organic fertilizer,"A fertilizer that is derived from animal or vegetable matter, and contains a carbon-hydrogen linkage.",External,AGRO,http://purl.obolibrary.org/obo/AGRO_00000033,https://en.wikipedia.org/wiki/Organic_fertilizer,Wikipedia,,
,,organic group,Any substituent group or skeleton containing carbon.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_33247,,,organic groups,
,,organic ion,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25699,,,organic ions,
,,organic material,Environmental material derived from living organisms.,External,AGRO,http://purl.obolibrary.org/obo/ENVO_01000155,https://en.wikipedia.org/wiki/Organic_matter,Wikipedia,,biomass
,,organic molecular entity,Any molecular entity that contains carbon.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_50860,,,organic molecular entities,
,,organic molecule,Any molecule that consists of at least one carbon atom as part of the electrically neutral entity.,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_72695,https://en.wikipedia.org/wiki/Organic_compound,Wikipedia,organic molecules,
,,organic oxide,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_25701,,,,
,,organic oxo compound,"Organic compounds containing an oxygen atom, =O, doubly bonded to carbon or another element.",External,AGRO,http://purl.obolibrary.org/obo/CHEBI_36587,,,organic oxo compounds,oxo compounds
,,organic univalent group,,External,AGRO,http://purl.obolibrary.org/obo/CHEBI_51447,,,organic monovalent group,
,,organism feature identification objective,"Organism_feature_identification_objective is a biological_feature_identification_objective role describing a study designed to examine or characterize a biological feature monitored at the level of the organism, e.g. height, weight, stage of development, stage of life cycle.",External,AGRO,http://purl.obolibrary.org/obo/OBI_0000268,,,,
