NODE,SUB_NODE,term,description,term_source,source_ref,  source_url,knowledge_links_URL,knowledge_links_Label,Synonyme,Synonyme_2
,,feed aspartate content,any measurable characteristic related to the concentration of aspartic acid (CHEBI:22660) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000144,,,feed Asp content,
,,feed buffer ability,any measurable characteristic related to the aptitude of feed to maintain the same digesta pH in spite of the dilution by water or the arrival of small quantities of an acid or a base,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000170,,,buffering capacity,
,,feed C10:0 fatty acid content,any measurable characteristic related to the concentration of decanoic fatty acid (capric acid: CHEBI:30813) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001463,,,C10:0 fatty acid conetnt of feed,
,,feed C12:0 fatty acid content,any measurable characteristic related to the concentration of dodecanoic fatty acid (lauric acid: CHEBI:30805) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001464,,,C12:0 fatty acid conetnt in feed,
,,feed C14:0 fatty acid content,any measurable characteristic related to the concentration of tetradecanoic fatty acid (myristic acid: CHEBI:28875) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001465,,,C14:0 fatty acid content in feed,
,,feed C16:0 fatty acid content,any measurable characteristic related to the concentration of hexadecanoic fatty acid (palmitic acid: CHEBI:15756) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001466,,,C16:0 fatty acid content of feed,
,,feed C17:0 fatty acid content,any measurable characteristic related to the concentration of heptadecanoic fatty acid (margaric acid: CHEBI:32365) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001467,,,C17:0 fatty acid content in feed,
,,feed C18:0 fatty acid content,any measurable characteristic related to the concentration of octadecanoic fatty acid (stearic acid: CHEBI:28842) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001468,,,C18:0 content of feed,
,,feed C2:0 fatty acid content,any measurable characteristic related to the concentration of ethanoic fatty acid (acetic acid: CHEBI:15366) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001455,,,C2:0 content in feed,
,,feed C20:0 fatty acid content,any measurable characteristic related to the concentration of icosanoic fatty acid (arachidic acid: CHEBI:28822) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001469,,,C20:0 fatty acid content in feed,
,,feed C20:4 n-6 fatty acid content,any measurable characteristic related to the concentration of arachidonic acid (CHEBI:15843) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001678,,,feed arachidonic acid content,
,,feed C20:5n-3 fatty acid content,"any measurable characteristic related to the concentration of 4,7,10,13,16-eicosapentaenoic acid in feed",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001677,,,C20:5n-3 fatty acid content in feed,
,,feed C22:6 n-3 fatty acid content,"any measurable characteristic related to the concentration of 4,7,10,13,16,19-docosahexaenoic acid fatty acid (docosahexaenoic acid : CHEBI:28125) in feed",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001474,,,C22:6 n-3 content in feed,
,,feed C3:0 fatty acid content,any measurable characteristic related to the concentration of propanoic fatty acid (propionic acid: CHEBI:30768) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001456,,,C3:0 fatty acid content of feed,
,,feed C4:0 fatty acid content,any measurable characteristic related to the concentration of butanoic fatty acid (butyric acid: CHEBI:30772) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001457,,,C4:0 fatty acid content in feed,
,,feed C5:0 fatty acid content,any measurable characteristic related to the concentration of pentanoic fatty acid (valeric acid: CHEBI:17418) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001458,,,C5:0 content of feed,
,,feed C6:0 fatty acid content,any measurable characteristic related to the concentration of hexanoic fatty acid (caproic acid: CHEBI:30776) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001459,,,C6:0 fatty acid content of feed,
,,feed C7:0 fatty acid content,any measurable characteristic related to the concentration of heptanoic fatty acid (CHEBI:45571) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001460,,,C7:0 fatty acid content of feed,
,,feed C8:0 fatty acid content,any measurable characteristic related to the concentration of octanoic fatty acid (caprylic acid: CHEBI:28837) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001461,,,C8:0 fatty acid content of feed,
,,feed C9:0 fatty acid content,any measurable characteristic related to the concentration of nonanoic fatty acid (CHEBI:29019) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001462,,,C9:0 content of feed,
,,feed calcium content,any measurable characteristic related to the concentration of calcium (CHEBI:22984) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000162,,,feed Ca content,
,,feed carbohydrate content,any measurable or observable characteristics related to the concentration of carbohydrate (CHEBI:16646) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000331,,,content of feed carbohydrate,
,,feed characteristic,"any measurable, observable or declared characteristic related to elements or set of elements, with nutritional purposes",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000065,,,diet trait,
,,feed chemical composition,any measurable characteristics related to the proportion of chemical components in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000066,,,food chemical composition,
,,feed chemistry,any measurable or observable characteristic related to food chemical properties or composition,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000165,,,chemistry of food,
,,feed chlore content,any measurable characteristic related to the concentration of chlore (CHEBI:23116) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001694,,,chlore content of feed,
,,feed cholesterol content,any measurable or observable characteristic related to the concentration of cholesterol (CHEBI:16113) in feed (or diet),EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000084,,,cholesterol content in feed,
,,feed choline content,any measurable  characteristics related to the concentration of choline (CHEBI:15354) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000362,,,choline content in feed,
,,feed cis-9-C18:1 fatty acid content,any measurable characteristic related to the concentration of cis-9-octadecenoic fatty acid (oleic acid: CHEBI:16196) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001471,,,cis-9-C18:1 fatty acid content of feed,
,,"feed cis-9,cis-12-C18:2 fatty acid content","any measurable characteristic related to the concentration of cis-9,cis-12-octadecadienoic fatty acid (linoleic acid: CHEBI:17351) in feed",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001472,,,cis-12-C18:2 fatty acid content of feed,
,,feed cis9-C16:1 fatty acid content,any measurable characteristic related to the concentration of cis-9-hexadecenoic fatty acid (CHEBI:24548) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001470,,,cis9-C16:1 content of feed,
,,feed cobalt content,any measurable characteristic related to the concentration of cobalt (CHEBI:27638) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000153,,,cobalt content in feed,
,,feed copper content,any measurable characteristic related to the concentration of copper (CHEBI:28694) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000158,,,copper content in feed,
,,feed cysteine content,any measurable characteristic related to the concentration of cysteine (CHEBI:15356) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000147,,,cysteine content in feed,
,,feed delivery,any measurable or observable characteristic related to the delivery process of feed to livestock,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001757,,,,
,,feed delivery duration,any measurable or observable characteristic related to the time devoted to the feed delivery,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001750,,,,
,,feed delivery equipment,equipment to feed the animal,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001654,,,,
,,feed delivery frequency,any measurable or observable characteristic related to the number of feed delivery within a given period of time- e.g. twice a day,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001751,,,frequency of feed delivery,
,,feed delivery method,"any measurable or observable characteristic related to the delivery technique of feed delivery for livestock animal- e.g. manual, automated",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001753,,,,
,,feed delivery time,any measurable or observable characteristic related to the time at which the feed is delivered,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001747,,,,
,,feed dry matter content,any measurable characteristic related to the concentration of all the components minus water in food. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000067,,,feed DM content,
,,feed essential amino acid content,any measurable characteristic related to the concentration the sum of amino acids that cannot be synthetised by the animal,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000130,,,essential amino acid content in feed,
,,feed fatty acid content,any measurable characteristic related to the concentration of fatty acid (CHEBI:35366) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001454,,,fatty acid content of feed,
,,feed free amino acid content,the sum of the concentration of amino acids that are not linked together or to proteins in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001695,,,free amino acid content in feed,
,,feed glutamate content,any measurable characteristic related to the concentration of glutamic acid (CHEBI:18237) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000148,,,glutamate content of feed,
,,feed glutamine content,any measurable characteristic related to the concentration of glutamine (CHEBI:28300) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000142,,,feed Gln content,
,,feed glycine content,any measurable characteristic related to the concentration of glycine (CHEBI:15428) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000141,,,glycine content in feed,
,,feed gross energy content,any measurable characteristic related to the amount of heat produced after complete combustion of feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000164,,,feed GE content,
,,feed histidine content,any measurable characteristic related to the concentration of histidine (CHEBI:27570) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000140,,,feed His content,
,,feed hopper-trough,this feeder deliver the food to the trough either by moving the hopper along the battery or by an auger system. The hopper-trough system modifies by the addition of fixed or flexible grids/shoes can reduce feed wastage.,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001666,,,,
,,feed iodine content,any measurable characteristic related to the concentration of iodine (CHEBI:24859) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000155,,,iodine content in feed,
,,feed iron content,any measurable characteristic related to the concentration of iron (CHEBI:18248) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000157,,,iron content of feed,
,,feed isoleucine content,any measurable characteristic related to the concentration of isoleucine (CHEBI:24898) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000139,,,isoleucine content in feed,
,,feed lactate content,any measurable characteristics related to the concentration of lactate (CHEBI:24996) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000363,,,feed lactate content,
,,feed leucine content,any measurable characteristic related to the concentration of leucine (CHEBI:25017) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000138,,,leucine content in feed,
,,feed lysine content,any measurable characteristic related to the concentration of lysine (CHEBI:25094) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000137,,,lysine content of feed,
,,feed magnesium content,any measurable characteristic related to the concentration of magnesium (CHEBI:33974) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001692,,,magnesium content in feed,
,,feed major mineral content,"any measurable characteristic related to the concentration of major inorganic components in feed- e.g. calcium, posphorus, potassium, chlore, magnesium,...",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000160,,,major mineral content of feed,
,,feed manganese content,any measurable characteristic related to the concentration of manganese (CHEBI:18291) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000154,,,manganese content in feed,
,,feed methionine content,any measurable characteristic related to the concentration of methionine (CHEBI:16811) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000136,,,methionine content in feed,
,,feed mineral content,"any measurable characteristic related to the concentration of mineral (CHEBI:46662) in food (e.g. calcium, potassium, ...)",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000151,,,mineral content in feed,
,,feed minor mineral content,"any measurable characteristic related to the concentration of minor mineral in feed- e.g. cobalt, copper, iodine, iron manganese, selenium, zinc,...",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000152,,,trace mineral content in feed,
,,feed n-3 fatty acid content,any measurable characteristic related to the concentration of Ï‰âˆ’3 fatty acid (CHEBI:25681) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001475,,,feed omega-3 fatty acid content ,
,,feed n-6 fatty acid content,any measurable characteristic related to the concentration of Ï‰âˆ’6 fatty acid (CHEBI:36009) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001476,,,n-6 fatty acid content of feed,
,,feed nature,"any measurable or observable characteristic related to the type of feed (or diet) that is consumed by an animal e.g. natural prey, compound feed, dry Ray Grass hay plus wheat flour, corn grain, etc ...",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000346,,,nature of feed,
,,feed nitrogen content,any measurable characteristic related to the concentration of nitrogen (CHEBI:29351) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000149,,,feed N content,
,,feed nitrogenous constituent content,any measurable characteristic related to the concentration of constituents containing nitrogen (CHEBI:29351) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000123,,,feed nitrogenous constituent content,
,,feed non essential amino acid content,any measurable characteristic related to the concentration in feed of amino acids that can be synthetised by the animal,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000131,,,non essential amino acid content of feed,
,,feed organic matter content,any measurable characteristic related to the concentration of dry matter minus ash in food. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000068,,,organic matter content in feed,
,,feed pH,any measurable characteristic related to the negative logarithm10 of H+ concentration in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000169,,,feed pH,
,,feed phenylalanine content,any measurable characteristic related to the concentration of phenylalanine (CHEBI:28044) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000135,,,phenylalanine content in feed,
,,feed phospholipid content,any measurable characteristic related to the concentration of phospholipid (CHEBI:16247) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000083,,,phospholipid content of feed,
,,feed phosphorus content,any measurable characteristic related to the concentration of phosphorus (CHEBI:28659) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000161,,,feed P content,
,,feed physical characteristic,"any measurable characteristic related to the physical properties of feed (or diet) e.g. density, floatability, breakability, etcâ€¦",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000200,,,food physical characteristic,
,,feed potassium content,any measurable characteristic related to the concentration of potassium (CHEBI:26216) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001693,,,feed potassium content,
,,feed preservative content,any measurable characteristic related to the content of preservative in feed to improve feed conservation,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000199,,,content of preservative in feed,
,,feed proline content,any measurable characteristic related to the concentration of proline (CHEBI:26271) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000134,,,proline content of feed,
,,feed protein bound amino acid content,the concentration of amino acids that are linked to proteins in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001696,,,content of protein bound amino acid of feed,
,,feed protein content,any measurable characteristic related to the concentration of protein (CHEBI:36080) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000124,,,protein content of feed,
,,feed quantity delivered,any measurable characteristic related to the amount of feed delivered ,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001749,,,,
,,feed raw material nature,any measurable or observable characteristics related to simple food or part of simple food entering in the composition of animal diet,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000347,,,feedstuff nature,
,,feed selenium content,any measurable characteristic related to the concentration of selenium (CHEBI:27568) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000159,,,selenium content in feed,
,,feed serine content,any measurable characteristic related to the concentration of serine (CHEBI:17822) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000133,,,serine content of feed,
,,feed threonine content,any measurable characteristic related to the concentration of threonine (CHEBI:26986) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000126,,,feed Thr content,
,,feed total amino acid content,any measurable characteristic related to the sum of the concentrations of amino acid (CHEBI: 33709) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000125,,,total amino acid content of feed,
,,feed total lipid content,"any measurable characteristic related to the concentration of total lipid (CHEBI:18059) in feed: cholesterol, fatty acids, phospholipids, triglycerides. It could be declared by the manufacturer",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000082,,,total lipid content of feed,
,,feed trans fatty acid content,"any measurable characteristic related to the concentration of fatty acids, that have the two parts of carbon chain (located before and after the double bond) placed on both sides of a plane passing through the double bond, in feed",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001477,,,feed trans FA content,
,,feed triglyceride content,any measurable characteristic related to the concentration of tryglyceride (CHEBI:17855)  in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000085,,,triglyceride content of feed,
,,feed tryptophan content,any measurable characteristic related to the concentration of tryptophan (CHEBI:27897) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000127,,,tryptophan content in feed,
,,feed tyrosine content,any measurable characteristic related to the concentration of tyrosine (CHEBI:18186) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000128,,,tyrosine content of feed,
,,feed valine content,any measurable characteristic related to the concentration of valine (CHEBI:27266) in feed. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000129,,,valine content in feed,
,,feed vitamin content,any measurable characteristic related to the concentration of vitamin (CHEBI:33229) in feed ,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000069,,,vitamin content of feed,
,,feed water content,any measurable characteristic related to the concentration of water (CHEBI:15377) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000163,,,water content of feed,
,,feed zinc content,any measurable characteristic related to the concentration of zinc (CHEBI:27363) in feed,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000156,,,zinc content of feed,
,,feedlot,"concentrated, confined livestock operation outdoors wherein the livestock are fed at the place of confinement and crop production is not sustained",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001901,https://en.wikipedia.org/wiki/Feedlot,Wikipedia,,
,,feedlot system,housing system composed by a confined yard area with watering and feeding facilities where cattle are fed for the purpose of production. They may contain thousands of animals in an array of pens. The soil of this system consists only of land.,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001707,,,feed yard system,
,,fiberglass,fiber reinforced polymer made of a plastic (most often polyester resin: CHEBI:60160) matrix renforced by fibers of glass,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001538,https://en.wikipedia.org/wiki/Fiberglass,Wikipedia,fibreglass,
,,floating cage,a relatively simple structure having a rigid floating structure (pontoon) carrying a supple net pocket which contains reared animals. The structure is anchored by means of ropes and weights,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001539,,,,
,,floating cage system,aquaculture system using a cage floating or maintained at the surface of the water,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001505,,,,
,,flow-through aquatic system,an aquaculture system which has an abundant continuous single-pass water flow through the structure,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001571,,,,
,,food A vitamin content,any measurable characteristic related to the concentration of retinol (CHEBI:50211) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000070,,,A vitamin content of food,
,,food acid detergent fibre content,any measurable characteristic related to the concentration of lignocellulosic fraction of vegetal cell wall components in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000115,,,food ADF content,
,,food acid detergent lignin content,any measurable characteristic related to the concentration of food lignin of vegetal cell wall components,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000116,,,food ADL content,
,,food B1 vitamin content,any measurable characteristic related to the concentration of thiamine (CHEBI:26948) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000076,,,B1 vitamin content in food,
,,food B12 vitamin content,any measurable characteristic related to the concentration of cobalamin (CHEBI:30411) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000075,,,B12 vitamin content in food,
,,food B2 vitamin content,any measurable characteristic related to the concentration of riboflavin (CHEBI:17015) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000079,,,B2 vitamin content in food,
,,food B6 vitamin content,any measurable characteristic related to the concentration of B6 vitamin (CHEBI:27306) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000078,,,B6 vitamin content of food,
,,food B8 vitamin content,any measurable characteristic related to the concentration of biotin (CHEBI:15956 ) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000073,,,B8 vitamin content of food,
,,food C vitamin content,any measurable characteristic related to the concentration of the C vitamin (CHEBI:21241) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000080,,,C vitamin content in food,
,,food color,any measurable or observable characteristic related to the color of food (or diet),EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000201,https://en.wikipedia.org/wiki/Food_coloring,Wikipedia,color of food,
,,food crude fibre content,any measurable characteristic related to the concentration of cellulosic fraction of vegetal cell wall components in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000117,,,crude detergent content of food,
,,food D vitamin content,any measurable characteristic related to the concentration of D vitamin (CHEBI:27300) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000071,,,D vitamin content in food,
,,food E vitamin content,any measurable characteristic related to the concentration of tocopherols (CHEBI:27013) and tocotrienols (CHEBI:33235) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000077,,,E vitamin content in food,
,,food floatability,any measurable or observable characteristic related to the sinking or floating comportement of a pellet in water,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001681,,,floatability of food,
,,food insoluble fibre content,any measurable characteristics related to food fibre insoluble in water,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001479,,,insoluble fibre of food,
,,food neutral detergent fibre content,"any measurable characteristic related to the concentration of cellulosic, hemicellulosic and lignin fractions of vegetal cell wall components in food. It could be declared by the manufacturer",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000172,,,neutral detergent fibre content of food,
,,food non-structural carbohydrate content,any measurable characteristic related to the concentration of intracellular carbohydrate (CHEBI:16646) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000119,,,non structural carbohydrate content in food,
,,food particle diameter,any measurable or observable characteristic related to the diameter of food particles or pellets,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001676,,,diameter of food particle,
,,food particle size,any measurable or observable characteristic related to the size of food (or diet) physical elements,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000166,,,food particle length,
,,food pectin content,any measurable characteristic related to the concentration of pectin (CHEBI:17309) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000121,,,pectin content in food,
,,food physical form,"any measurable or observable characteristic related to the physical form under which food (or diet) is given to the animal e.g. dry, wet, moist pellets, pasteâ€¦",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000168,,,physical form of food,
,,food PP vitamin content,"any measurable characteristic related to the concentration of niacine (nicotinic acid, CHEBI:15940) and its amide (nicotinamide, CHEBI:17154) in feed",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000074,,,PP vitamin content of food,
,,food raw material climatic harvest condition,"any measurable or observable characteristics related to the climatic condition of food raw material harvest- e.g. fine weather, rainy weather",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000355,,,climatic condition of collection of raw material,
,,food raw material harvest stage,"any measurable or observable characteristics related to the stage of food raw material at the harvest or collect time- e.g. first cut cob stage, wet corn grain, fish maturity stage, etcâ€¦",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000356,,,stage of raw material collection,
,,food raw material name,"any characteristics related to food raw material name- e.g. wheat flour, soybean meal",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000351,,,name of food raw material,
,,food raw material part,"any measurable or observable characteristics related to the part of the food raw material entering in the composition of animal diet- e.g. bran, starch, beet...",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000354,,,part of food raw material,
,,food raw material proportion,any measurable or declared characteristics related to the proportion of food raw material in animal diet- e.g. 0.6 corn grain,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000350,,,proportion of food raw material,
,,food raw material specie,"any  characteristics related to the botanical species of food raw material e.g. maize (Zea mays), peruvian anchoveta (Engraulis ringens), etcâ€¦",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000353,,,species of food raw material,
,,food raw materiel number,any measurable or observable characteristics related to the number of food raw material entering in the composition of animal diet,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000349,,,number of food raw material,
,,food smell,"any measurable or observable characteristic related to the smell of food (or diet), generally sensed by olfactory receptors",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001680,,,smell of food,
,,food soluble fibre content,any measurable characteristics related to food fibre soluble in water,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001478,,,soluble fibre content in food,
,,food starch content,any measurable characteristic related to the concentration of starch (CHEBI:28017) in food. It could be declared by the manufacturer,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000120,,,starch content of food,
,,food structural carbohydrate content,any measurable characteristic related to the concentration of cell wall carbohydrate (CHEBI:16646) in food,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000114,,,food SC content,
,,food sugar content,"any measurable characteristic related to the concentration of energetic compound constituted of two or several monosaccharides (CHEBI:35381, like glucose or fructose) linked together, in food",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000122,,,sugar content of food,
,,food taste,"any measurable or observable characteristic related to the taste of food (or diet), generally sensed by receptors in the mouth",EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000361,,,taste of food,
,,food water retention capacity,any measurable or observable characteristic related to the capacity of food (or diet) to retain water,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0000167,,,water retention capacity of food,
,,free-range system,housing system where animal have a continuous or sequential not imposed access to open-air,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001619,,,free-range rearing system,
,,freshwater cage system,system of fish farming where cages are located in freshwater,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001909,,,,
,,fully-slatted floor,the ground is completely covered with slatted floor (EOL:0001651),EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001612,,,,
,,gestating rearing unit,unit of production dedicated to animal in gestating phase which come from the natural environment or produced in a farm,EXTERNAL,EOL,http://opendata.inra.fr/EOL/EOL_0001630,,,gestating housing unit,
